CityName,Lat,Lon,Population
Geneva,41.8007,-80.9461,7364
Edgerton,42.8385,-89.0698,7363
Sanibel,26.4535,-82.1024,7363
Torrington,42.0659,-104.1622,7363
Crystal City,28.6909,-99.8257,7363
Williston Park,40.7588,-73.6465,7360
Lowell,42.9351,-85.3457,7359
Forsyth,36.6922,-93.1101,7354
Hiawatha,42.0539,-91.6906,7353
West Dundee,42.0984,-88.3072,7352
Wynne,35.2325,-90.7895,7348
Dunbar,38.3688,-81.7345,7338
Lincolnshire,42.1958,-87.9181,7336
Tyrone,33.4755,-84.594,7336
Ralston,41.2005,-96.0354,7333
Hudsonville,42.8631,-85.8628,7323
Pleasantville,41.1378,-73.7827,7322
New Cumberland,40.2297,-76.8764,7318
Huron,36.204,-120.0961,7311
South Weber,41.1334,-111.9392,7310
Inverness,28.8397,-82.3437,7304
Saint Gabriel,30.2536,-91.1013,7304
Soldotna,60.4862,-151.0672,7304
Delphos,40.8481,-84.3368,7304
Valley Center,37.8333,-97.3646,7300
Saint Louis,43.4082,-84.6118,7298
Mills River,35.3853,-82.5854,7294
Tyrone,40.6764,-78.2461,7294
Longboat Key,27.3926,-82.6341,7292
Lander,42.8313,-108.7599,7287
Riverdale Park,38.9644,-76.9267,7286
Neptune Beach,30.3165,-81.4118,7280
Vandalia,38.9754,-89.1117,7277
Ephrata,47.3119,-119.5344,7275
Truth or Consequences,33.1864,-107.2589,7274
Marianna,30.7907,-85.23,7273
Corbin,36.932,-84.1003,7272
Oak Grove,36.6686,-87.4216,7266
Ponchatoula,30.4402,-90.4427,7265
Scappoose,45.7564,-122.8771,7262
Canfield,41.0315,-80.7671,7256
Bonne Terre,37.9209,-90.5425,7256
Strasburg,38.9961,-78.3549,7255
Milan,35.9126,-88.7556,7253
Skiatook,36.3693,-95.9815,7250
Gonzales,29.5126,-97.4472,7249
East Hills,40.7958,-73.6292,7238
Atherton,37.4539,-122.2032,7238
Winooski,44.4951,-73.1842,7237
Fairview,35.9814,-87.1291,7233
De Funiak Springs,30.7122,-86.1208,7232
Hillsborough,36.068,-79.0993,7231
New Albany,34.4909,-89.0201,7229
Marksville,31.1247,-92.0652,7225
Palmyra,40.0025,-75.036,7221
Richland,32.2309,-90.1592,7220
Bellbrook,39.6384,-84.0864,7218
Austell,33.8202,-84.6453,7215
Knoxville,41.3188,-93.1024,7212
Palmer,61.5971,-149.1147,7209
Tolleson,33.4484,-112.2561,7205
Wauseon,41.5533,-84.1407,7202
Willows,39.5147,-122.1992,7197
Pacific,47.261,-122.2507,7184
De Soto,38.141,-90.5609,7182
Flatwoods,38.521,-82.7194,7177
Woodstock,38.875,-78.516,7175
Bedford,37.336,-79.5179,7173
Saint Helena,38.5044,-122.4681,7168
Moab,38.57,-109.5476,7164
Milltown,40.4504,-74.4351,7162
Stanwood,48.2448,-122.3431,7161
Glenolden,39.8996,-75.292,7161
Lawrenceville,38.7263,-87.6874,7161
Walled Lake,42.538,-83.4786,7156
Laurium,47.2351,-88.4382,7155
Orland Hills,41.5905,-87.8413,7152
Sioux Center,43.0747,-96.1709,7150
Crete,40.6255,-96.9575,7148
Tuttle,35.3071,-97.756,7143
Sausalito,37.858,-122.4932,7141
Nappanee,41.4451,-85.9941,7135
Keystone Heights,29.781,-82.0339,7134
Dade City,28.3569,-82.1942,7134
Elsa,26.2969,-97.9937,7134
Umatilla,45.9128,-119.3144,7132
Sanger,33.3736,-97.1697,7128
Floresville,29.14,-98.163,7126
Saint Joseph,45.5609,-94.3083,7126
Berrien Springs,41.9474,-86.3402,7125
Independence,41.378,-81.6385,7124
Lampasas,31.064,-98.1824,7121
Ridgefield,45.8116,-122.7052,7117
Paintsville,37.8167,-82.8089,7113
Saint Martinville,30.1263,-91.8319,7109
Jackson,43.3244,-88.1668,7107
Highland Heights,39.0354,-84.4567,7100
Lewisburg,37.8096,-80.4327,7099
Hudson Falls,43.3042,-73.5818,7099
Gibsonville,36.0989,-79.5421,7096
Crossett,33.128,-91.9631,7096
Batesville,34.3147,-89.9249,7091
Belen,34.6804,-106.7876,7089
Nebraska City,40.6766,-95.8613,7089
Keyport,40.4327,-74.2011,7085
Fort Myers Beach,26.4324,-81.9167,7077
Gunnison,38.5455,-106.9226,7075
Syracuse,41.4215,-85.749,7068
Franklin,35.18,-83.381,7066
Hillsboro,39.167,-89.4735,7062
Windsor,43.2398,-89.2966,7057
Fort Payne,34.4557,-85.6965,7048
Rochester,41.059,-86.1961,7041
Live Oak,30.2956,-82.9846,7040
Nyack,41.0919,-73.9143,7040
Ridley Park,39.8785,-75.3251,7040
Union Grove,42.6869,-88.0502,7033
New Paltz,41.7495,-74.0809,7031
Milton-Freewater,45.9348,-118.3913,7027
Great Neck Plaza,40.7869,-73.726,7025
Wytheville,36.953,-81.0881,7024
Catoosa,36.1832,-95.7662,7024
Pelham,40.9116,-73.8075,7016
Stratford,39.829,-75.0156,7015
Milliken,40.3106,-104.8556,7014
Souderton,40.311,-75.3223,7008
University Park,41.446,-87.7154,7006
Saint Augustine Beach,29.8413,-81.2713,6998
Orange City,43.0021,-96.0567,6997
Belle Isle,28.4725,-81.3491,6996
Farr West,41.3015,-112.0318,6996
Leitchfield,37.4863,-86.2857,6994
Emmitsburg,39.7051,-77.3216,6990
Mount Carmel,38.419,-87.7695,6987
Madison,44.0062,-97.1084,6983
Mountainside,40.6811,-74.36,6982
Kiel,43.9167,-88.0266,6974
Ocean City,38.3989,-75.0715,6969
Sturtevant,42.7005,-87.9021,6967
Sedona,34.8574,-111.7951,6967
Commerce,34.2129,-83.4729,6965
Adel,31.1316,-83.425,6964
Marion,34.1787,-79.3965,6961
Archbald,41.5077,-75.5453,6954
Trumann,35.6763,-90.5228,6951
Page,36.9425,-111.5071,6946
Ashland,46.5801,-90.8715,6944
Cottage Grove,43.0913,-89.2023,6939
Treasure Island,27.7731,-82.766,6938
Mendota,41.5553,-89.1042,6929
Black Jack,38.7993,-90.264,6927
Huron,41.3912,-82.5626,6923
Oak Ridge,36.1738,-79.992,6917
Nibley,41.6725,-111.8454,6917
Barnesville,33.0511,-84.1526,6908
Allendale,41.0333,-74.1333,6906
King,36.2767,-80.356,6904
Valley Park,38.5514,-90.4922,6902
Chestertown,39.2195,-76.071,6896
Farmington,36.037,-94.2537,6893
Milford,39.17,-84.281,6887
Columbia Falls,48.3708,-114.1903,6886
Brier,47.7922,-122.2734,6884
Sitka,57.2401,-135.3153,6875
Sandersville,32.9827,-82.8093,6867
Rumson,40.3626,-74.0046,6864
Sturgis,44.4111,-103.4975,6862
Linwood,39.3435,-74.5708,6855
Millersville,36.3967,-86.7108,6854
Perry,30.1092,-83.582,6853
Lovejoy,33.4419,-84.3176,6849
Kaufman,32.5769,-96.316,6846
Seward,40.9094,-97.0962,6843
Greenbrier,36.4237,-86.7974,6842
Roaring Spring,40.3348,-78.3959,6842
Mexia,31.6809,-96.4833,6838
McCordsville,39.8958,-85.9213,6838
Wildwood,28.8003,-82.0051,6831
Kirtland,41.5969,-81.3406,6824
Russellville,36.8393,-86.895,6823
North Bend,47.4898,-121.7738,6821
Mount Vernon,37.9364,-87.8955,6813
Bath,42.3363,-77.318,6812
Litchfield,39.1963,-89.6288,6810
Loomis,38.8093,-121.1955,6809
Cortland,41.3319,-80.7192,6800
Lake Mills,43.0774,-88.9055,6799
Fircrest,47.2308,-122.5157,6794
Hondo,29.3532,-99.1621,6794
Kimberly,44.267,-88.3377,6790
Byron,42.1273,-89.2622,6783
Barrington,39.8689,-75.0514,6781
Colusa,39.2049,-122.0095,6781
Fort Meade,27.7642,-81.8055,6775
Parkville,39.2004,-94.7222,6772
Roeland Park,39.0358,-94.6374,6772
Bayville,40.9077,-73.5602,6771
Taylor Mill,39.0092,-84.4988,6765
Plain City,41.3071,-112.0877,6764
Youngtown,33.5846,-112.3047,6760
Blairsville,40.4325,-79.2599,6759
Enoch,37.7664,-113.0431,6756
Creswell,43.9212,-123.016,6752
Junction City,44.2068,-123.2097,6749
Winthrop Harbor,42.4805,-87.8291,6745
Washington,41.2982,-91.6928,6745
North Syracuse,43.1339,-76.1306,6742
Bee Cave,30.3087,-97.9619,6739
Greenville,38.8866,-89.3896,6738
Noble,35.1385,-97.371,6738
Ephraim,39.3577,-111.5819,6734
Red Hook,41.9962,-73.8768,6732
North Caldwell,40.8629,-74.2576,6730
Cedarhurst,40.6252,-73.7278,6730
Edinboro,41.8762,-80.1246,6729
Huntertown,41.2158,-85.1715,6729
Bremen,33.7086,-85.1498,6725
Ambridge,40.5922,-80.2265,6724
Hamilton,46.2527,-114.1598,6722
Glendive,47.1102,-104.707,6719
Manorhaven,40.8399,-73.7127,6718
Portage,40.3869,-78.6747,6717
Lake Hallie,44.8921,-91.42,6716
Plaquemine,30.2834,-91.2429,6715
Locust Grove,33.3436,-84.1067,6715
Nevada,42.0185,-93.4637,6707
Unionville,35.0745,-80.5201,6705
Clifton Heights,39.9301,-75.2958,6702
Stickney,41.8183,-87.773,6694
Roosevelt,40.2923,-110.0061,6694
Columbia,31.2564,-89.8266,6689
Selma,35.5435,-78.2953,6684
Ellettsville,39.2322,-86.6238,6677
Columbus,43.3354,-89.03,6675
Church Hill,36.5206,-82.7142,6674
Fox Point,43.1581,-87.9013,6670
Canton,44.6,-75.1703,6666
Lincoln,33.5935,-86.1372,6664
North Branch,45.5137,-92.9601,6662
Martins Ferry,40.1014,-80.7253,6659
Taneytown,39.657,-77.1682,6658
Tuckahoe,40.953,-73.823,6657
Normandy Park,47.4344,-122.3436,6649
Brewton,31.1111,-87.0737,6648
Hamilton,34.1346,-87.9755,6646
Cherry Hills Village,39.6375,-104.9481,6644
Rupert,42.6189,-113.674,6643
Cushing,35.9797,-96.7602,6637
Montevallo,33.1254,-86.848,6636
Spring Hill,38.7564,-94.8201,6635
Monticello,36.8404,-84.8506,6634
Beaver Dam,37.4044,-86.8742,6633
Trinity,35.8756,-80.0093,6628
Sidney,47.7152,-104.168,6628
Union,39.9105,-84.2929,6624
Folcroft,39.8891,-75.277,6614
Lacy-Lakeview,31.6292,-97.1052,6611
Clairton,40.2976,-79.8853,6611
Tecumseh,35.2639,-96.9338,6608
Lawrence,40.6042,-73.7149,6607
Irvington,41.0349,-73.8661,6606
Pembroke Park,25.9852,-80.1779,6602
West View,40.5182,-80.0333,6602
Belle Plaine,44.6189,-93.7639,6599
Catasauqua,40.6531,-75.4643,6596
Saint Francis,45.3991,-93.3902,6595
East Rochester,43.1121,-77.4869,6583
Ironwood,46.4522,-90.1505,6582
Hapeville,33.6609,-84.4093,6581
International Falls,48.5884,-93.4083,6581
Cherryville,35.3844,-81.3781,6579
Slippery Rock,41.0695,-80.058,6578
Abilene,38.923,-97.2251,6575
Veneta,44.0471,-123.3514,6575
Decatur,33.2277,-97.5898,6574
Lexington,35.6609,-88.3965,6573
Hillsboro,39.2123,-83.6113,6573
Prairie du Chien,43.0434,-91.1383,6571
Keyser,39.4394,-78.9822,6571
Wharton,40.8999,-74.5808,6571
Marble Falls,30.5706,-98.273,6571
Walnut Ridge,36.0805,-90.9446,6568
Granite Falls,48.0874,-121.9704,6565
North Riverside,41.8461,-87.8263,6564
Blackwell,36.8011,-97.3009,6564
Rittman,40.9737,-81.7846,6564
Nitro,38.4119,-81.8194,6561
Gypsum,39.6288,-106.9335,6552
Valley City,46.9223,-98.0055,6549
Broadway,38.6082,-78.8017,6547
Bronxville,40.9394,-73.8263,6547
Lauderdale-by-the-Sea,26.199,-80.0972,6544
Plattsmouth,41.0053,-95.894,6544
Eldridge,41.6394,-90.5805,6543
Hurricane,38.4294,-82.017,6542
Attica,42.8641,-78.2798,6541
Avon,39.6448,-106.5138,6541
Harrisville,41.2852,-111.9859,6535
Woodland,45.9149,-122.7504,6531
Penn Yan,42.661,-77.0536,6529
Litchfield,45.1221,-94.5255,6529
Gulf Breeze,30.3685,-87.1769,6528
Guadalupe,33.3664,-111.9633,6525
Rossford,41.5831,-83.5692,6524
Watford City,47.8031,-103.2687,6523
Tipton,40.2817,-86.0423,6522
Ambler,40.1564,-75.2215,6521
Powell,44.7961,-108.7682,6516
Camilla,31.2337,-84.2089,6511
Galax,36.666,-80.9176,6505
Spring Lake Park,45.1161,-93.2451,6502
Kosciusko,33.0585,-89.5893,6501
Oelwein,42.6715,-91.9133,6498
Fowler,36.6246,-119.6739,6495
Talent,42.2404,-122.7807,6492
Sunnyvale,32.7974,-96.5577,6491
Prospect Park,39.8858,-75.3074,6491
Marvin,34.9889,-80.8033,6490
Woodfin,35.6458,-82.5914,6489
Andalusia,31.3101,-86.4781,6486
Elkin,36.262,-80.8442,6483
Geneseo,41.4508,-90.154,6477
Cheverly,38.9253,-76.9141,6477
Rockaway,40.8969,-74.5155,6474
Milford,42.587,-83.6012,6471
Pratt,37.6777,-98.7465,6462
Snowflake,34.5223,-110.0913,6461
Horseheads,42.1689,-76.8299,6460
Medina,45.0326,-93.5834,6460
Russells Point,40.468,-83.8939,6447
Genoa,42.0929,-88.6966,6446
Oakmont,40.52,-79.8365,6445
Moraine,39.6983,-84.2459,6445
Jeanerette,29.9157,-91.6758,6441
Keene,32.3955,-97.3226,6440
Willis,30.4314,-95.4832,6436
Dahlonega,34.5302,-83.9796,6432
Rushville,39.6156,-85.4466,6425
Ellenville,41.7009,-74.3609,6420
Williamston,42.6834,-84.2836,6418
Devine,29.1457,-98.9049,6410
Gladewater,32.5435,-94.9452,6408
Eagle,39.6368,-106.8157,6408
Douglas,42.7541,-105.3969,6407
Belpre,39.2815,-81.5971,6406
Prairie View,30.085,-95.9897,6391
Salem,38.6048,-86.0977,6391
Cynthiana,38.3854,-84.2996,6389
Allegan,42.5299,-85.8462,6380
Cold Spring,39.0131,-84.435,6370
Littlestown,39.7452,-77.0891,6369
Atmore,31.0926,-87.4763,6368
Stone Mountain,33.8034,-84.1724,6368
Emporia,36.6953,-77.5356,6366
Liberty,30.049,-94.7903,6366
California,40.0692,-79.9152,6364
Garrett,41.3536,-85.1235,6364
Mulvane,37.4787,-97.2726,6359
Hampstead,39.6109,-76.8552,6357
Forest Hills,40.4251,-79.8544,6354
Waveland,30.293,-89.3904,6354
Mount Vernon,41.923,-91.4244,6353
White Oak,32.5313,-94.8564,6352
Sylvester,31.53,-83.8338,6350
Everman,32.6296,-97.2828,6348
Boonville,38.0469,-87.2845,6348
Red Lion,39.8986,-76.6078,6346
Solvay,43.0573,-76.2126,6341
Steilacoom,47.17,-122.5935,6337
Eudora,38.9344,-95.0957,6333
Richmond,42.8093,-82.7517,6319
Johnsburg,42.384,-88.2475,6317
Huntington Woods,42.4816,-83.1685,6317
Carlstadt,40.8247,-74.0613,6314
Hamlet,34.889,-79.7098,6314
Corry,41.926,-79.6358,6313
Carthage,32.1526,-94.3368,6301
Prestonsburg,37.6795,-82.7641,6300
Ashville,39.7238,-82.9576,6297
Senatobia,34.6081,-89.9762,6293
Iowa Park,33.9623,-98.682,6284
Cumming,34.2066,-84.1337,6284
Harlan,36.8432,-83.3184,6280
Lanett,32.8576,-85.2079,6271
Henryetta,35.4421,-95.9848,6271
Carolina Beach,34.0396,-77.8966,6270
Walker,30.4848,-90.8654,6269
Prosser,46.2066,-119.7662,6264
Rockford,43.1267,-85.5582,6264
Pepper Pike,41.4801,-81.4619,6258
Swarthmore,39.9022,-75.3488,6257
Schuyler,41.4497,-97.062,6256
Bartonville,40.6397,-89.6608,6250
Carrizo Springs,28.5266,-99.8589,6246
Blakely,41.4859,-75.6012,6245
Amory,33.9813,-88.4823,6245
Sidney,41.1341,-102.9681,6244
Rogersville,36.408,-83.0037,6243
Nelsonville,39.456,-82.2218,6241
Pigeon Forge,35.7977,-83.5623,6238
Montgomery,41.1709,-76.874,6236
Bridgeport,33.2095,-97.7717,6232
Eastman,32.1973,-83.1714,6220
Buena Vista,37.7319,-79.3569,6219
Fruit Heights,41.0277,-111.9081,6215
Glenarden,38.9293,-76.8576,6210
Vineyard,40.3058,-111.7545,6210
Punxsutawney,40.9437,-78.9767,6207
North East,42.2134,-79.8333,6206
De Queen,34.0426,-94.342,6206
Jasper,34.4711,-84.4494,6206
Clinton,39.6607,-87.4046,6202
Tarrant,33.5941,-86.7684,6201
Metropolis,37.1566,-88.7082,6198
Kenedy,28.8176,-97.8518,6193
Kermit,31.854,-103.0924,6191
Dacula,33.9815,-83.8951,6190
Clifton Springs,42.9608,-77.1348,6184
Heber Springs,35.5003,-92.0332,6181
Walkersville,39.4832,-77.3559,6181
Bondurant,41.6986,-93.4546,6178
Barbourville,36.8667,-83.885,6178
Alpine,30.364,-103.665,6175
Kennett Square,39.8438,-75.7113,6174
Elm Grove,43.048,-88.0867,6170
Union Gap,46.5567,-120.4969,6161
Morrilton,35.1559,-92.7392,6161
Larchmont,40.9258,-73.7529,6157
Satsuma,30.8578,-88.0632,6154
Du Quoin,38.0019,-89.2323,6150
Chillicothe,40.9153,-89.5018,6145
South Williamsport,41.2294,-77.0009,6142
Montezuma,32.2997,-84.0246,6138
Battlefield,37.119,-93.3683,6138
Newport,35.6234,-91.2322,6137
Glenwood,41.0445,-95.7408,6137
Garrettsville,41.2843,-81.0933,6130
Shrewsbury,38.5865,-90.3281,6123
Gowanda,42.4612,-78.9339,6120
Willard,41.0518,-82.7232,6118
Leonardtown,38.3038,-76.6395,6113
Northern Cambria,40.6561,-78.7784,6109
Lewistown,47.0514,-109.4524,6108
East Alton,38.8837,-90.1077,6100
Sheridan,39.6467,-105.018,6098
Holly Springs,34.7768,-89.4466,6098
Tequesta,26.9618,-80.1011,6094
Vine Grove,37.813,-85.9827,6093
New Whiteland,39.5618,-86.0994,6092
Eagar,34.1058,-109.2956,6089
Los Ranchos de Albuquerque,35.1626,-106.6481,6087
Atlantic,41.3957,-95.0138,6085
Margate City,39.3307,-74.5071,6083
Stewartville,43.8603,-92.4896,6079
Chelan,47.8417,-120.027,6078
Ontario,40.771,-82.6104,6077
Munford,35.4436,-89.8141,6069
Jamesburg,40.3494,-74.44,6068
Rensselaer,40.9381,-87.1683,6067
Twin Lakes,42.5192,-88.2489,6064
Mount Healthy,39.2338,-84.5474,6063
Bridgewater,38.3863,-78.9675,6062
Catskill,42.2145,-73.8656,6061
Rhome,33.0647,-97.4779,6048
Lakemoor,42.3398,-88.2031,6048
Elsmere,39.7385,-75.5946,6045
Old Tappan,41.0163,-73.9856,6042
Evansville,42.7781,-89.2967,6033
Coxsackie,42.3561,-73.808,6032
Orange Beach,30.2941,-87.5851,6029
Ulysses,37.5772,-101.3547,6025
Cochran,32.3875,-83.3523,6024
District Heights,38.8588,-76.8885,6022
Vail,39.6386,-106.3608,6017
Woodcreek,30.0266,-98.1115,6015
Grafton,41.2808,-82.0367,6015
Booneville,34.6643,-88.5684,6015
Litchfield Park,33.5024,-112.3586,6009
Williamsburg,36.7392,-84.1647,6009
Bay Harbor Islands,25.8878,-80.1335,6006
Rocky Mount,37.0045,-79.8854,6004
Darlington,34.3015,-79.8672,5999
Sealy,29.7673,-96.1678,5995
Northville,42.4355,-83.489,5988
Tabor City,34.1539,-78.8739,5987
Watchung,40.6432,-74.4391,5985
Patterson,29.6909,-91.3096,5982
Hardeeville,32.295,-81.0324,5977
Upper Sandusky,40.8298,-83.272,5974
Henderson,35.4446,-88.6531,5966
Prospect Park,40.938,-74.1736,5964
Countryside,41.7741,-87.8752,5964
Lago Vista,30.4521,-97.991,5956
Jordan,44.6652,-93.6351,5954
Dowagiac,41.9834,-86.1126,5952
Beardstown,39.9996,-90.4181,5951
Fair Haven,40.3619,-74.0392,5950
McKees Rocks,40.4688,-80.063,5950
Staunton,39.0117,-89.7904,5950
Steelton,40.2258,-76.8254,5949
Mont Belvieu,29.8524,-94.8786,5946
Saint Clair,38.3479,-90.9934,5945
Newberry,29.6346,-82.6047,5942
Lake Alfred,28.1041,-81.7264,5941
Progreso,26.0962,-97.9566,5938
Wesley Hills,41.1579,-74.0768,5938
Roseland,40.8208,-74.3086,5937
Maquoketa,42.0599,-90.665,5936
Taylor,41.3958,-75.7147,5934
Portland,40.4377,-84.9835,5929
Clyde,41.3046,-82.9782,5927
Selinsgrove,40.8003,-76.8647,5922
Paulsboro,39.84,-75.2397,5920
Chester,41.357,-74.2769,5920
Posen,41.6291,-87.6858,5914
Corcoran,45.1089,-93.5837,5912
Little Silver,40.3357,-74.0346,5908
Crockett,31.3177,-95.4564,5908
Sullivan City,26.2752,-98.5644,5908
Demopolis,32.498,-87.8298,5907
Woodcliff Lake,41.0253,-74.0604,5903
Manasquan,40.1183,-74.0446,5903
Norwood,40.9933,-73.951,5895
Norwood,39.8864,-75.2964,5895
Villa Park,33.818,-117.8103,5895
Union,38.9472,-84.6731,5895
Baldwin,44.9541,-92.371,5894
Brookville,39.8393,-84.4176,5888
Glendale,38.5935,-90.3826,5886
Hartwell,34.3501,-82.9287,5883
Pass Christian,30.327,-89.2436,5878
New Martinsville,39.6636,-80.8569,5876
Clanton,32.8439,-86.623,5876
The Village of Indian Hill,39.1917,-84.3341,5874
Mount Arlington,40.919,-74.639,5868
Luling,29.6817,-97.6466,5868
Windcrest,29.5148,-98.3819,5866
Elburn,41.8838,-88.4615,5863
Peoria Heights,40.7466,-89.5701,5858
Breese,38.6138,-89.5231,5856
Hilton,43.29,-77.7925,5855
Hellertown,40.5811,-75.3378,5847
Gustine,37.2545,-120.9948,5844
Surfside,25.8787,-80.1251,5841
Sinton,28.0392,-97.5154,5840
Pevely,38.2871,-90.3995,5837
Sansom Park,32.8027,-97.4021,5836
Fellsmere,27.7241,-80.5974,5829
Idabel,33.9041,-94.8294,5829
Attalla,34.0049,-86.104,5827
Carterville,37.763,-89.084,5827
Delano,45.038,-93.7923,5827
Independence,42.4621,-91.903,5824
Grafton,39.3409,-80.0162,5823
Princeton,37.3688,-81.0961,5822
Goodrich,42.9147,-83.5092,5821
Mount Zion,39.7792,-88.8828,5820
Mineola,32.6461,-95.4775,5819
Pauls Valley,34.7236,-97.2291,5817
Kingston,35.8717,-84.4954,5812
Plymouth,41.2404,-75.9505,5809
North Hills,40.7765,-73.6778,5808
New Castle,39.5785,-107.5262,5807
Anadarko,35.0652,-98.2441,5806
Granite Shoals,30.5895,-98.3778,5805
Gas City,40.4898,-85.5984,5805
Crafton,40.4333,-80.0712,5803
Dickson City,41.4683,-75.6358,5799
Alva,36.7892,-98.6648,5799
Nephi,39.7072,-111.8323,5797
Chickasaw,30.7715,-88.0794,5794
Palmview,26.2303,-98.3792,5792
Dayton,45.1906,-93.4758,5791
Slaton,33.4421,-101.6477,5788
Wellsville,42.1207,-77.9458,5788
New Brighton,40.7355,-80.3091,5785
Mansfield,32.0355,-93.7004,5782
Mathis,28.0909,-97.817,5776
Washingtonville,41.4296,-74.1578,5773
Granville,40.0646,-82.5022,5773
Saint Robert,37.8234,-92.1514,5773
Raton,36.885,-104.4396,5772
Bellevue,39.101,-84.4776,5772
Belding,43.0968,-85.2331,5769
Hollidaysburg,40.4311,-78.393,5767
Yoakum,29.2933,-97.1469,5763
Burnet,30.7478,-98.2392,5762
North Manchester,41.0044,-85.775,5761
Loudon,35.7414,-84.3698,5760
Lebanon,37.5685,-85.258,5759
Seminole,35.2346,-96.65,5756
Oceanport,40.316,-74.0205,5755
Pocahontas,36.2639,-90.9699,5755
Westville,41.5381,-86.9054,5753
Belton,34.5238,-82.4937,5753
Wrightsville,32.7265,-82.7197,5750
Benton,32.6906,-93.74,5743
Moosic,41.3584,-75.7027,5742
Greenwood,38.8508,-94.3378,5742
Alma,35.4917,-94.2169,5738
Hartford City,40.4536,-85.3735,5733
Anna,37.4612,-89.2388,5729
Fort Wright,39.0462,-84.5362,5729
Douglass Hills,38.2367,-85.5501,5728
Spring Grove,42.4547,-88.2403,5725
Pea Ridge,36.449,-94.1212,5721
Isanti,45.4928,-93.2415,5721
South Haven,42.4011,-86.2676,5717
Lewisburg,40.9642,-76.8901,5712
Nazareth,40.74,-75.3132,5711
Brush,40.2581,-103.6321,5710
Sharon Hill,39.9075,-75.2678,5704
Homer,59.653,-151.5255,5697
Presque Isle,46.6868,-67.9874,5696
Wilmington,41.3198,-88.1434,5691
Gardiner,44.191,-69.7921,5688
Winfield,41.4097,-87.2623,5684
Princeton,37.1068,-87.8853,5684
Cumberland,39.7852,-85.9498,5683
Belmar,40.1798,-74.0255,5682
Deer Park,39.2036,-84.3975,5679
Berne,40.6567,-84.9555,5677
Willard,37.2935,-93.417,5675
Kingstree,33.6664,-79.8292,5670
Anthony,31.9876,-106.5933,5665
Pontoon Beach,38.7209,-90.0598,5664
Thompson's Station,35.809,-86.8999,5662
Lake Bluff,42.2826,-87.851,5662
Colorado City,32.3995,-100.8582,5657
Webster,43.215,-77.4225,5652
Greenville,31.8437,-86.6379,5652
Mount Carmel,40.7959,-76.4121,5650
West Bountiful,40.8983,-111.908,5650
Pelham Manor,40.893,-73.8057,5643
Willow Springs,41.7351,-87.8835,5643
South Tucson,32.1955,-110.9692,5643
Estherville,43.3998,-94.8343,5640
Vinita,36.6364,-95.1768,5639
Edna,28.9757,-96.6483,5638
Linton,39.0357,-87.1587,5636
Springhill,33.0019,-93.4613,5631
Hutchins,32.6421,-96.7093,5627
Lake Delton,43.5936,-89.7845,5624
Cave Creek,33.8513,-111.9801,5622
Groveport,39.8586,-82.8979,5621
Mascotte,28.611,-81.9107,5616
Chelsea,42.3132,-84.0188,5615
Eureka,40.7147,-89.2776,5614
Pana,39.3827,-89.0643,5612
Warrenton,46.1685,-123.9302,5602
Ada,40.768,-83.8252,5598
Taylorsville,35.9175,-81.1756,5595
Starke,29.9475,-82.113,5593
Falcon Heights,44.9899,-93.177,5592
Exeter,41.3338,-75.8214,5589
Asbury,42.512,-90.7795,5586
New Carlisle,39.9448,-84.0256,5586
Carlinville,39.2774,-89.8762,5584
Charleston,36.918,-89.3343,5584
Milton,42.7752,-88.9431,5581
Morris Plains,40.8357,-74.4786,5581
Baxley,31.7642,-82.3508,5578
Weldon Spring,38.7117,-90.6518,5578
Oxford,39.7858,-75.9801,5574
Waynesboro,33.0909,-82.0146,5574
Marlin,31.3085,-96.8934,5571
Madisonville,35.5234,-84.3637,5570
Bowling Green,39.3447,-91.2031,5568
Woodside,37.4221,-122.259,5564
Union Beach,40.4454,-74.1699,5562
Huntingburg,38.3009,-86.9625,5562
Zeeland,42.8139,-86.0129,5559
Littlefield,33.9191,-102.3349,5558
Ocean Shores,46.9685,-124.1521,5553
Ferriday,31.6343,-91.5562,5553
Duquesne,40.3732,-79.8501,5547
Dacono,40.0618,-104.95,5545
Holdenville,35.0836,-96.4004,5543
Atlanta,33.1136,-94.1672,5541
Lochbuie,40.0117,-104.727,5537
Honesdale,41.5774,-75.2524,5536
Corydon,38.2132,-86.126,5532
Coraopolis,40.5148,-80.1627,5530
Wellston,39.1172,-82.5375,5526
Honeoye Falls,42.9557,-77.5903,5524
Sweetwater,35.6027,-84.4718,5522
Monaca,40.6833,-80.2736,5522
Elberton,34.1064,-82.8705,5515
Pagosa Springs,37.2675,-107.0301,5514
Weiser,44.2547,-116.9689,5513
Swartz Creek,42.9626,-83.826,5512
Stroudsburg,40.9838,-75.1972,5511
Somerdale,39.8454,-75.0218,5508
Wappingers Falls,41.5986,-73.9178,5508
Valatie,42.4134,-73.6778,5508
Fort Plain,42.9316,-74.6277,5508
Rockdale,30.6543,-97.0088,5505
Germantown,39.6324,-84.3645,5503
New Hempstead,41.1488,-74.0485,5502
Clare,43.826,-84.7635,5501
Breckenridge,32.7566,-98.9125,5497
Morganfield,37.6869,-87.8885,5496
New Holland,40.1008,-76.09,5492
Waterville,41.5014,-83.7367,5492
Black River Falls,44.2981,-90.8421,5490
Waterford,42.7647,-88.2159,5487
Nashville,35.9692,-77.9553,5487
Robbins,41.6431,-87.708,5486
Bessemer City,35.2841,-81.2843,5472
